id;learn_descr;other_descr;cat_1;code_id_1;code_1;code_id_2;code_2;weitere Kategorien / nochmal prüfen;category_1;remark;
23359;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23360;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23361;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23364;selbst vor prüfungen sind manche schüler tiefenentspannt;;;;;;;;;;
23379;die organisatorischen ansprüche rund um das abitur werden immer größer und zeiraufwändiger;;;;;;;;;;
23380;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23384;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23389;beispiele schülernah wählen;;;;;;;;;;
23391;reflektion zu meinem unterricht ;;;;;;;;;;
23392;neues aus dem organisationserlass;;;;;;;;;;
23393;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23417;übung in der vorbereitung und notengebung;Zeitdruck;;;;;;;;;
23418;übung im vorbereiten von unterricht;;;;;;;;;;
23421;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23428;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23429;vertiefung gesetzl. grundlagen;;;;;;;;;;
23432;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23433;kommunikationstechnik konfliktgespräch erfolgreich;;;;;;;;;;
23436;fachlicherorganosatorischer art;;;1A1;Content Knowledge and Skills;;;x;Content Knowledge and Skills;;
23441;kommunikation hinterfragen von annahmen;;;;;;;;;;
23449;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23456;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23457;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23458;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23467;abikorrektur bietet ab und zu neue einblicke ;;;1a1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
23483;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23484;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23485;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23486;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23490;;Immer viele Sachen gleichzeitig im Kopf haben: Wieviel Kopien für welche Klasse, wie gestalte ich den Einstieg, welche Gespräche sind noch offen…;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23491;wieder verstärkt  handzeichen fordern;;;;;;;;;;
23493;wie divers schülerantworten sein können;;;;;;;;;;
23499;mit book creator ein e-book für den morgigen unterricht erstellt und somit gelernt, wie ich dies weiterhin anwenden kann;;;;;;;;;;
23512;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23514;thema neu didaktisch aufgearbeitet ;;;;;;;;;;
23515;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23516;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23517;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23520;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23521;;Gespräch mit Schuldekan.;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23522;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23523;;Beurteilungseröffnung und Beurteilungen schreiben.;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23524;einstellung von ausländischen kolleginnen und kollegen einschließlich der anerkennung von studien abschlüssen;E-Mail Verkehr und Telefonate zur Einstellung ukrainischer Kollegin für künftige ukrainische VABO-Schüler.;;;;;;;;;
23527;;Projektunterricht im Freien mit hoher Ablenkung;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23532;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23533;personaleinteilung planen: entsprechende vorlagen entwickeln;;;;;;;;;;
23534;weiter an der erstellung eines e-books gearbeitet;Aufgrund der späten Uhrzeit war ich schon ziemlich müde.;;;;;;;;;
23535;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23536;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23537;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23538;absprache mit abteilungsleiter-kollegen sehr hilfreich;;;;;;;;;;
23539;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23540;pausengespräche wichtig;;;1b3;Importance of Engaging with Students & Relationship to Students;2b3;Importance of conscientious, careful work;x;Importance of Engaging with Students & Relationship to Students;;
23541;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23542;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23543;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23544;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23545;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23546;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23547;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23548;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23549;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23550;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23551;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23552;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23553;;So manche unklar formulierte Prüfungsaufgabe erfordert hohen Korrekturaufwand!;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23554;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23561;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23563;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23565;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23571;mein unterricht als ergebnis zu sehen ;Nein ;;;;;;;;;
23578;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23581;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23582;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23583;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23584;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23585;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23600;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23625;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23627;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23644;unterrichtsgestaltung;Nein ;;1a2;Pedagogical Knowledge and Skills;;;;Pedagogical Knowledge and Skills;;
23659;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23660;neue methoden für die theater- und schreibarbeit;;;;;;;;;;
23661;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23662;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23663;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23664;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23665;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23666;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23673;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23675;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23681;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23683;;Beschwerden und Umgang mit der mangelhaften und vor allem fehlerhaften Aufgabenstellung der Mathematik-Abiturprüfung.;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23684;keine;Antragstellung zum pädagogischen Austauschdienst;nothing was learned;;;;;;nothing was learned;;
23685;;Abarbeiten der E-Mail-Flut;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23686;;Gremienleitung zur IT – Administration, Wechsel von BelWü zu Vodafone;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23687;;Abarbeiten der E-Mails;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23688;weiter entwicklung des schornsteinfegerhandwerks;Interaktion mit dem Landesinnungsverband der Schornsteinfeger in Zusammenarbeit mit der eigenen Schule als Landesfachschule;;;;;;;;;
23689;keine;Personalplanung für ukrainische Flüchtlinge an der Schule mit E-Mails und Besprechungen;nothing was learned;;;;;;nothing was learned;;
23690;keine;Evaluation zum Landes-Informationsfreiheitsgesetz;nothing was learned;;;;;;nothing was learned;;
23694;routine bei der korrektur und konzeption von leistungsfeststellungen;Zeitdruck aufgrund der Menge an Korrekturen;;1a2;Pedagogical Knowledge and Skills;;;;Pedagogical Knowledge and Skills;;
23695;routine bei benotung;;;;;;;;;;
23714;neuigkeiten zur schulträger scharf dem 21. ne 100, bellevue, moodle, ms 365;Gespräch mit Frau StS Sandra Boser, Herrn Lorenz, Herrn Bischof sowie den Vorsitzenden der Arbeitsgemeinschaft der Direktorenvereinigung;;;;;;;;;
23727;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23728;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23730;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23731;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23742;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23749;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23751;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23755;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23756;problem untis vertretungen zu eintragungen was vom support gelernt;Stundenplanänderung und akutes Problem Vertretungsausspielung;;;;;;;;;
23758;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23759;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23760;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23762;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23763;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23765;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23766;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23777;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23778;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23779;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23780;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23781;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23802;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23808;obwohl man einer lehrkraft mittels einzelfallentscheidung einen korrekturtag zugestehen würde, muss man sehr genau überlegen, ob man das macht oder nicht, weil daraus sofort ein präzedenzfall für andere kuk auch in anderen schularten entsteht.;-;;;;;;x;;;
23812;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23814;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23815;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23816;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23817;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23818;fachliche, didaktische;;;1A1;Content Knowledge and Skills;;;x;Content Knowledge and Skills;;
23820;didaktisch;;;;;;;;;;
23822;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23823;technisch-digitale sharepointarbeit, prozessgestaltung;;;;;;;;;;
23825;organisatorische;;;;;;;;;;
23826;fachlich;;;1A1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
23827;fachlich;;;1A1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
23829;ausbildungsordnung;;;;;;;;;;
23830;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23831;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23832;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23833;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23834;"b
";;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23839;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23853;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23854;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23855;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23856;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23857;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23858;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23859;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23860;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23861;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23862;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23863;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23864;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23874;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23877;fragestellung überarbeiten ;Nein ;;;;;;;;;
23878;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23886;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23892;;abikorrekturen;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23893;;Kontrolle Messenger Email;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23894;;Wöchentliche Kurzkonferenz in der großen Pause dienstags;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23898;;Kontrolle Messenger Email;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23908;ich habe für eine prüfungserstellungskommission spanische texte gesucht und bearbeitet, um sie den anderen kommissionsmitgliedern für die prüfung vorzuschlagen. anspruchsvollere texte als im normalen unterricht, da nicht didaktisiert;;;;;;;;;;
23910;ausgestaltung mitarbeitergespraeche;;;;;;;;;;
23913;fortsetzung, auseinandersetzung mit mitarbeitergesprächen;;;;;;;;;;
23918;austausch über verhalten im mitarbeitergespraech;berufliches Einzelcoaching;;;;;;;;;
23924;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23925;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23927;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23933;;SuS haben sich nicht an Absprachen gehalten, Musste spontan Unterrichtsplanung ändern;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23937;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23938;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23939;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23940;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23941;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23942;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23943;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23945;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23946;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23947;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23949;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23950;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23954;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23955;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23956;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23957;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23961;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23962;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23965;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23968;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23969;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23973;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23974;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23975;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23976;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23978;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23979;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23980;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23981;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23982;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23983;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23984;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23986;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23991;es gab probleme mit der technik, geplantes video lief nicht einwandfrei.;Dank der Hilfe eines  IT-Kollegen konnte das Video doch noch gezeigt werden.;;;;;;;;;
23992;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23993;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23994;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23995;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23996;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23997;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
23998;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24020;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24033;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24034;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24035;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24036;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24037;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24040;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24052;wie  die prüflinge komplexe prüfungsaufgaben bewältigen. ;Korrekturen der schriftlichen Abiturprüfungen. ;;;;;;;;;
24057;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24058;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24061;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24062;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24064;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24065;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24067;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24070;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24071;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24073;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24074;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24078;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24079;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24081;;Abitur Korrektur;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24082;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24083;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24084;;Abitur Korrektur, großer Druck durch Doppel-Abi und knappe Abgabefristen der Erstkorrektur;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24117;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24118;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24123;;Laute Klasse;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24127;"schüler mehr motivieren
weniger konzentration auf die lehrperson";Laute Schüler, hohe Belastung für die Stimme;;;;;;;;;
24130;unterricht früher vorbereiten. auf druck entsteht kein guter unterricht. ;Lange für 1 Stunde Unterricht gebraucht, was absolut nicht in Relation steht. ;;;;;;;;;
24137;kommunikation, sus-förderung;;;;;;;;;;
24138;textleseverständnis will ich zukünftig mehr fördern;;;;;;;;;;
24140;kurzlebigkeit fachinformationen;;;;;;;;;;
24142;organosatorische, unterrichteform;;;;;;;;;;
24143;labororganisation;;;;;;;;;;
24144;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24145;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24146;fachliche;;;1A1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
24149;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24150;keine;Einweisung der neuen Sekretärin neue Aufgabenbereiche;nothing was learned;;;;;;nothing was learned;;
24152;die vom landeslehrerprüfungsamt zur verfügung gestellte pdf – datei zur erstellung von der schulleiter beurteilung direkteinstieg funktioniert nicht. ;Erstellen der Schulleiterneurteilung im Direkt Einstieg;;;;;;;;;
24154;die dateien vom landeslehrerprüfungsamt funktionieren nicht.;Erstellung der Schulleiter Beurteilung für einen direkt Einsteiger;;;;;;;;;
24155;;Erstellung der Schulleiterneurteilung für einen Direkteinsteiger für das Landeslehrerprüfungsamt;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24157;;Weitere Schulleiterbeurteilung eines weiteren Direkteinsteigers für das Landeslehrerprüfungsamt;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24158;;Organisation Beschulung Flüchtlinge;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24159;;Gemeinderatssitzung zur Abstimmung der ganzheitlichen Schulentwicklung in Ulm;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24163;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24165;unterricht für ukrainer/innen vorbereitet ;;;;;;;;;;
24166;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24168;konzeption unterricht;;;;;;;;;;
24169;geduld;Terminabsprachen;;;;;;;;;
24170;;Probleme bei der Prüfungsdurchführung;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24173;umgang mit konzentrationsschwierigkeiten und fehlender motivation bei den sus;;;;;;;;;;
24174;routine bei der korrektur;Zeitdruck;;1a8;Other Job-specific Knowledge and Skills;;;;Other Job-specific Knowledge and Skills;;
24177;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24178;das verhalten eines schülers kann sehr kräftezehrend sein.;Einem Auszubildendenden, der ständig unentschuldigt fehlte und mittlerweile ausgeschult wurde, äußert sich unangemessen.;;;;;;;;;
24179;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24185;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24187;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24188;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24189;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24190;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24191;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24193;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24194;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24195;;Abi Korrektur;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24197;schüler wollen immer mehr ;;;;;;;;;;
24200;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24201;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24203;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24207;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24208;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24210;schüler erinnern anders als lehrer;;;;;;;;;;
24212;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24214;vorbereitung einer präsentationsprüfung ;;;;;;;;;;
24215;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24216;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24230;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24278;unterlagen von einem kollegen besprochen, der ein für mich neues fach schon unterrichtet hat;;;;;;;;;;
24286;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24288;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24289;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24290;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24291;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24296;kollegen früher einbeziehen und absprachen klarer treffen.;;;;;;;;;;
24306;wenn die schüler nicht wollen dann geht nichts ;Nein ;;;;;;;;;
24309;kollegen können schwierig sein. ;Widerwillig Mitarbeit von Kollegen ;;;;;;;;;
24312;gesprächsführung ;Nein ;;2a5;Communication and Collaboration skills;;;;Communication and Collaboration skills;;
24323;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24324;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24327;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24331;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24332;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24333;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24334;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24335;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24336;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24337;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24338;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24340;moodle mastern ;Gestaltung einer Fortbildung, stressig da neue Erfahrung ;;;;;;;;;
24344;hineinversetzen in sus;;;;;;;;;;
24346;lehrstoff wiederholt ;Technik hat nicht funktioniert. ;;1a1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
24351;wie groß die wissenslücken sind, die der lock down hinterlassen hat;;;;;;;;;;
24352;wie spürbar die produktivitätssteigerung durch zusammenarbeit ist;;;;;;;;;;
24353;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24366;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24367;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24368;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24382;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24407;;Coronafehlzeiten an die Betriebe gemeldet ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24410;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24411;aufgabenstellung und ausdruck für prüfungstexte bzw. prüfungsaufgaben;;;;;;;;;;
24412;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24413;;Unterricht in Technologie gehalten ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24414;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24415;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24416;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24418;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24419;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24420;prüfungen korrigiert, aufgabenstellungen sollten mit den erwünschten lösungen übereinstimmen ;;;4b;No Learning Outcome mentioned;1a2;Pedagogical Knowledge and Skills;x;No Learning Outcome mentioned;;
24422;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24425;siehe vorherige antwort bei prüfungskorretur;Prüfungen korrigiert ;;;;;;;;;
24427;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24428;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24429;arbeitsaufwand für eine klasse erklärt und reingegeben;Ich habe eigentlich von 8:10 bis 9:40 Uhr eine Klasse zu unterrichten, aber aus Krankheitsgründen auch ab 8:30 Uhr  Prüungsaufsicht.;;;;;;;;;
24430;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24432;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
24433;als prüfungsaufsicht nur mit gegenfragen helfen und kein lösungsansätze vorgeben ;Vorgezogene Gesellenprüfung von Klempnerschüler die früher auslernen ;;;;;;;;;
24434;arbeitsauftragsergebnisse verglichen und die selbsterarbeitungsphase ausgewertet;Stress- dadurch das ich den Arbeitsauftrag morgens erklärt habe, selbst aber nicht im Raum bei der Ausarbeitung war ist es schwerer einzuschätzen wie lange der Ergebnisvergleich braucht.Wir mussten 10min überziehen. ;;;;;;;;;
24452;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
