"id","code","sex","age","jobscope","gvUser","act_no","activity","other","stress","coping","pc_learn","learn_descr","other_descr","begin_date","begin_time","end_date","end_time","Begin","End","Duration","Handover","n_entry","sickness","cat_1","cat_2","cat_2_en","cat_1_en","n_id"
4673,"NHF5SZCSQB",0,39,36,"",1,"Unterricht: Eigenen Unterricht halten","",3,5,2,"lange hausaufgabenbesprechungen schlauchen","","16.03.2022","09:40","17.03.2022","23:11","17.03.2022 23:10","17.03.2022 23:12",78,"17.03.2022 23:12",11,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
4675,"NHF5SZCSQB",0,39,36,"",1,"Unterricht: Eigenen Unterricht halten","",1,1,3,"lange hausaufgabenbesprechungen schlauchen","","16.03.2022","09:40","16.03.2022","11:10","17.03.2022 23:13","17.03.2022 23:15",79,"17.03.2022 23:15",13,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
4679,"NHF5SZCSQB",0,39,36,"",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",1,4,1,"erklärvideos philosophie sinnvoll","","17.03.2022","10:30","17.03.2022","12:20","17.03.2022 23:20","17.03.2022 23:22",147,"17.03.2022 23:22",17,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
26794,"5TT4BRH8U7",0,49,60,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",1,6,1,"leistungsbewertung, was haben die sus aus dem unterricht mitgenommen","","14.04.2022","09:00","14.04.2022","13:00","17.04.2022 10:09","17.04.2022 10:11",116,"19.05.2022 13:01",38,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
17220,"33924QDXHB",0,35,100,"Teilnahme-Gruppe-5",8,"Organisation der eigenen Arbeitsumgebung","",4,2,2,"viele kleine tätigkeiten müssen gut sortiert werden","","13.04.2022","08:15","13.04.2022","10:00","17.04.2022 21:00","17.04.2022 21:01",83,"17.04.2022 21:01",81,NA,"bewusstsein der bedeutung von gewissenhaftem, sorgfältigen arbeiten","kompetenz","competence","awareness of the importance of conscientious, careful work",1
17224,"33924QDXHB",0,35,100,"Teilnahme-Gruppe-5",2,"Unterricht: Vertretung halten","",1,5,1,"viel über meine schüler gelernt","","13.04.2022","11:50","13.04.2022","13:20","17.04.2022 21:05","17.04.2022 21:06",63,"17.04.2022 21:06",85,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
17228,"33924QDXHB",0,35,100,"Teilnahme-Gruppe-5",4,"Tätigkeiten als Klassenlehrer:in außerhalb der Unterrichtszeit","",5,4,4,"ordnung in den unterlagen ist von vorteil sowie dinge möglichst zügig zu erledigen","Erinnerung was, wann, wie war","13.04.2022","14:20","13.04.2022","14:50","17.04.2022 21:09","17.04.2022 21:11",103,"17.04.2022 21:11",89,NA,"bewusstsein der bedeutung von gewissenhaftem, sorgfältigen arbeiten","kompetenz","competence","awareness of the importance of conscientious, careful work",1
17229,"33924QDXHB",0,35,100,"Teilnahme-Gruppe-5",6,"Interaktion mit Kollegen:innen","",2,2,4,"das ich für ein projekt noch viel zu erledigen habe - mehr als gedacht.","","13.04.2022","14:50","13.04.2022","15:15","17.04.2022 21:11","17.04.2022 21:12",88,"17.04.2022 21:12",90,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
25606,"8LLTAK5ST5",0,63,100,"Teilnahme-Gruppe-5",7,"Interaktion mit Externen","Informationen einholen in einer anderen Schule ",1,6,5,"aufbau skills lab","Fahrt hin und zurück ","16.05.2022","08:30","16.05.2022","13:15","17.05.2022 06:17","17.05.2022 06:19",174,"17.05.2022 06:20",22,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
25608,"8LLTAK5ST5",0,63,100,"Teilnahme-Gruppe-5",29,"Sonstige Tätigkeit: Supervision für Stv. SL","Supervision für Stv. SL",0,0,7,"reflexion der eigenen tätigkeiten","","16.05.2022","13:15","16.05.2022","18:30","17.05.2022 06:20","17.05.2022 06:22",141,"17.05.2022 06:22",23,NA,"fähigkeit zur selbstreflexion","kompetenz","competence","ability to self-reflect",1
25636,"4GKHV8FPXQ",0,54,105,"Teilnahme-Gruppe-5",29,"Sonstige Tätigkeit: leider fehlt die Möglichkeit, Praxisbesuche in den Einrichtungen einzutragen…","leider fehlt die Möglichkeit, Praxisbesuche in den Einrichtungen einzutragen...",0,0,2,"umgang mit schwierigen zwischenmenschlichen beziehungen","","16.05.2022","07:40","16.05.2022","15:40","17.05.2022 08:34","17.05.2022 08:38",233,"17.05.2022 08:38",8,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
25652,"R812SC8871",0,36,80,"Teilnahme-Gruppe-5",21,"Zusatzfunktionen","",5,2,2,"erstellung der hausarbeit für die ausbildung zur beratungslehrkraft ist anstrengend, da die struktur bzw der arbeitsauftrag unklar ist","Zwischen den ganzen Prüfungskorrekturen noch eine Hausarbeit schreiben zu müssen, während das Kind zu Hause um Zeit mit der Mutter bettelt ist stressig","16.05.2022","12:00","17.05.2022","14:00","17.05.2022 09:13","17.05.2022 09:16",174,"17.05.2022 09:16",16,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
25657,"R812SC8871",0,36,80,"Teilnahme-Gruppe-5",21,"Zusatzfunktionen","",2,2,1,"struktur ist alles","","16.05.2022","16:20","17.05.2022","17:21","17.05.2022 09:21","17.05.2022 09:24",166,"17.05.2022 09:24",20,NA,"bewusstsein der bedeutung von gewissenhaftem, sorgfältigen arbeiten","kompetenz","competence","awareness of the importance of conscientious, careful work",1
25660,"R812SC8871",0,36,80,"Teilnahme-Gruppe-5",21,"Zusatzfunktionen","",3,1,2,"wo unklarheit herrscht macht es jeder anders","Hausarbeitsstress","17.05.2022","20:43","17.05.2022","23:15","17.05.2022 09:24","17.05.2022 09:26",138,"17.05.2022 09:26",21,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
25685,"WX1MQU6WHE",0,48,46,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",4,1,5,"technik kennengelernt","Technik hat nicht gleich funktioniert. Anleitung mangelhaft ","17.05.2022","07:30","17.05.2022","09:00","17.05.2022 10:04","17.05.2022 10:05",80,"17.05.2022 10:05",56,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
25713,"HUQ9ME2FWQ",0,33,84,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",7,0,6,"wenn konflikt vorhersehbar, vorher mit vorgesetzten rechtliche maßnahmen absprechen. ich sitze am längeren hebel ggü unverschämten sus","Konflikt mit SuS, die am ausgemachten Präsentationstermin als Gruppe kollektiv gefehlt hatten und dann einen Nachtermin einforderten, der im Voraus ausgeschlossen worden war.","16.05.2022","07:50","16.05.2022","09:20","17.05.2022 10:16","17.05.2022 10:18",168,"17.05.2022 10:18",30,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
25718,"HUQ9ME2FWQ",0,33,84,"Teilnahme-Gruppe-5",6,"Interaktion mit Kollegen:innen","",5,3,2,"verantwortung abgeben","Stellvertretender Direktor forderte Deputatsplanung von Fako-Vorsitzenden. Abgabe der Eintragungen an einzelne Kollegen (nach Wunsch).","16.05.2022","09:20","16.05.2022","09:30","17.05.2022 10:19","17.05.2022 10:21",124,"17.05.2022 10:21",31,NA,"fähigkeit zur selbstreflexion","kompetenz","competence","ability to self-reflect",1
25721,"HUQ9ME2FWQ",0,33,84,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",6,4,4,"konsequenter durchgreifen bei störungen","Unterricht in extrem unruhiger Klasse, die auf Ermahnungen und Sanktionen kaum anspricht. ","16.05.2022","09:40","16.05.2022","11:10","17.05.2022 10:24","17.05.2022 10:26",121,"17.05.2022 10:26",33,NA,"fähigkeit zur selbstreflexion","kompetenz","competence","ability to self-reflect",1
25823,"4HTC1DBT77",0,36,60,"",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",4,0,6,"eine kurze klassenarbeit zu erstellen, die trotzdem anspruchsvoll ist","","17.05.2022","06:20","17.05.2022","07:28","17.05.2022 10:27","17.05.2022 10:29",125,"17.05.2022 13:25",38,NA,"festigung von kernkompetenzen","kompetenz","competence","consolidation of core competencies",1
25725,"HUQ9ME2FWQ",0,33,84,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",5,5,1,"wiederholungen nicht anbieten","Wiederholungsstunden vor KA, nur ca. fünf SuS arbeiten ernsthaft mit. Rest stört und ignoriert Konsequenzen (vor die Tür stellen, Strafarbeit, Nachsitzen)","16.05.2022","11:25","16.05.2022","12:55","17.05.2022 10:31","17.05.2022 10:33",126,"17.05.2022 10:33",36,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
25749,"HUQ9ME2FWQ",0,33,84,"Teilnahme-Gruppe-5",6,"Interaktion mit Kollegen:innen","",2,6,6,"jugendberufshelferin ist gold wert!","Gespräch mit Jugendberufshelferin über verschiedene SuS der 2BFS, die das erste Jahr nicht bestehen und eine Alternative zur Schule brauchen","17.05.2022","08:30","17.05.2022","09:30","17.05.2022 10:47","17.05.2022 10:49",123,"17.05.2022 10:49",43,NA,"sonstiges","sonstiges","other","other",1
25755,"MZF2L91PWU",0,54,51,"Teilnahme-Gruppe-5",5,"Interaktion mit Lernenden außerhalb der Unterrichtszeit","",3,5,5,"bürokratie bei asylverfahren kennen (fall)","Dass Lehrer helfen können, wird nicht erwartet, zuhören tat wohl gut","17.05.2022","12:45","17.05.2022","13:00","17.05.2022 10:55","17.05.2022 10:58",217,"17.05.2022 10:58",15,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
25757,"MZF2L91PWU",0,54,51,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",5,4,5,"tauschungsversuch nicht verhindert durch warnung und kontrollmaßnahmen","Ärger über fast schon beleidigend dilettantische Ausführung des Schulers","16.05.2022","22:00","16.05.2022","23:59","17.05.2022 11:00","17.05.2022 11:04",190,"17.05.2022 11:04",17,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
25768,"AD6X6A4LVT",0,41,100,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",2,6,2,"unterrichtsmaterialien überarbeiten für sehr schwache schülerinnen","Lautstärke der Schüler, Höhe Heterogenität in der Klasse","17.05.2022","07:45","17.05.2022","09:15","17.05.2022 11:24","17.05.2022 11:26",122,"17.05.2022 11:26",22,NA,"festigung von kernkompetenzen","kompetenz","competence","consolidation of core competencies",1
25841,"BABGP1WMM9",0,49,100,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",3,5,2,"ich werde das experiment etwas ändern, damit es leichter zu deuten ist.","Ich war unkonzentriert. Das ärgert mich.","17.05.2022","09:40","17.05.2022","11:10","17.05.2022 11:32","17.05.2022 11:34",125,"17.05.2022 14:12",185,NA,"fähigkeit zur selbstreflexion","kompetenz","competence","ability to self-reflect",1
27079,"XUCMV75GAY",0,36,92,"",1,"Unterricht: Eigenen Unterricht halten","",0,0,2,"ruhe und erfahrung helfen zu einem entspannten vormittag.","","17.05.2022","07:35","17.05.2022","10:55","17.05.2022 12:18","17.05.2022 12:19",78,"19.05.2022 21:34",19,NA,"gelassenheit","kompetenz","competence","composure",1
25790,"MYQHCRVQG8",0,55,75,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",0,0,2,"neues material","","17.05.2022","10:30","17.05.2022","12:15","17.05.2022 12:46","17.05.2022 12:48",72,"17.05.2022 12:48",29,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
25797,"1TCFP7XQS6",0,60,100,"",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",1,1,1,"der tag war zu voll. ich brauche mehr pausen","Es ist Prüfungszeit. Das ist immer extrem stressig.","16.05.2022","21:01","16.05.2022","23:01","17.05.2022 13:00","17.05.2022 13:02",112,"17.05.2022 13:02",49,NA,"pausenbewusstsein und ressourcenschonung","kompetenz","competence","Break awareness and resource conservation",1
25799,"1TCFP7XQS6",0,60,100,"",1,"Unterricht: Eigenen Unterricht halten","",0,0,2,"das der geplante unterricht spontan anders und besser wird","","17.05.2022","07:30","17.05.2022","09:05","17.05.2022 13:03","17.05.2022 13:04",86,"17.05.2022 13:04",50,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
25800,"1TCFP7XQS6",0,60,100,"",19,"Prüfungsbezogene Tätigkeiten","",0,0,1,"prüfungsaufsicht, bürokratische dinge gelernt","War nicht stressig","17.05.2022","09:15","17.05.2022","11:00","17.05.2022 13:04","17.05.2022 13:06",99,"17.05.2022 13:06",51,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
25804,"1TCFP7XQS6",0,60,100,"",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",2,2,1,"meine lösungen für ka sind oft zu schwierig für die schüler","Sehr viel zu korrigieren, wg Prüfungen und normaler Unterricht geht ja weiter","17.05.2022","14:30","17.05.2022","17:00","17.05.2022 13:08","17.05.2022 13:10",129,"17.05.2022 13:10",54,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
25816,"9M6XS2BDNU",1,61,100,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",1,7,3,"klassenführung","","17.05.2022","07:45","17.05.2022","11:15","17.05.2022 13:19","17.05.2022 13:21",121,"17.05.2022 13:21",47,NA,"festigung von kernkompetenzen","kompetenz","competence","consolidation of core competencies",1
25912,"9M6XS2BDNU",1,61,100,"Teilnahme-Gruppe-5",12,"Fortbildung: formal","",0,0,7,"kognitive aktivierung","Viele praktische Beispiele mit Reflexion","17.05.2022","14:30","17.05.2022","18:02","17.05.2022 15:02","17.05.2022 18:05",11001,"17.05.2022 18:05",50,NA,"festigung von kernkompetenzen","kompetenz","competence","consolidation of core competencies",1
25884,"NZL9RBGLRZ",0,39,54,"Teilnahme-Gruppe-5",16,"Mitarbeit in Gremien und dauerhaften Teams","",5,4,2,"regelung belastungssituation kollegium","Zwischen unterschiedliche Interessen und persönlichen Perspektiven vermitteln ","17.05.2022","15:51","17.05.2022","16:28","17.05.2022 16:28","17.05.2022 16:32",194,"17.05.2022 16:32",36,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
25893,"Q6ZB96F44B",0,56,80,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",3,3,1,"umgang mit kriitik","herausfordernde Klasse","17.05.2022","14:30","17.05.2022","15:15","17.05.2022 16:48","17.05.2022 16:50",125,"17.05.2022 16:50",63,NA,"emotionsregulation","kompetenz","competence","emotional regulation",1
25895,"Q6ZB96F44B",0,56,80,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",1,3,3,"fachlich herausfordernd","","17.05.2022","16:15","17.05.2022","18:38","17.05.2022 16:52","17.05.2022 16:53",92,"17.05.2022 16:53",65,NA,"fähigkeit zur selbstreflexion","kompetenz","competence","ability to self-reflect",1
25907,"HUQ9ME2FWQ",0,33,84,"Teilnahme-Gruppe-5",19,"Prüfungsbezogene Tätigkeiten","",6,2,1,"gemeinsam korrigieren kostet zwar zeit, hilft aber bei unklarheiten ungemein","Gemeinsame Korrektur der BFK-Prüfungen (Erst- und Zweitkorr.). BFK ist ein Verbund aus versch. Fächern, je nach Profil der zweijährigen Berufsfachschule untersch. Fächer. Prüfungen vereinen Aufgaben aus diesen Fächern -> alle Fachlehrer korr. gemeins","17.05.2022","14:00","17.05.2022","17:00","17.05.2022 17:57","17.05.2022 18:01",209,"17.05.2022 18:01",47,NA,"gemeinsame planung und problemlösung","performanz","performance","joint planning and problem solving",1
25949,"EGNXF9K786",0,30,100,"Teilnahme-Gruppe-5",12,"Fortbildung: formal","Besprechung mit Schulleitung zu Unterrichtsbesuchen zur Dienstbeurteilung",2,5,2,"feedback zu unterricht erhalten; reflexion des eigenen unterrichts","","17.05.2022","11:30","17.05.2022","12:30","17.05.2022 19:07","17.05.2022 19:09",148,"17.05.2022 19:09",86,NA,"fähigkeit zur selbstreflexion","kompetenz","competence","ability to self-reflect",1
25954,"2PVFLYCCVR",1,46,100,"Teilnahme-Gruppe-5",17,"IT-Administration","",0,0,2,"terminalbefehle bei macos","","17.05.2022","18:20","17.05.2022","19:13","17.05.2022 19:13","17.05.2022 19:14",59,"17.05.2022 19:14",76,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
25975,"GZEQ2ZUZCY",1,57,100,"Teilnahme-Gruppe-5",18,"Mitarbeit in Projekten","",1,6,5,"abschätzung des aufwands gestaltung homepage","","17.05.2022","17:00","17.05.2022","19:32","17.05.2022 19:32","17.05.2022 19:33",95,"17.05.2022 19:33",43,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
25979,"8MYLMCRC15",0,58,100,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",4,3,1,"fehlerhafte prüfung!!! stress pur, chaos wegen kranker sus,...","","17.05.2022","06:30","17.05.2022","10:00","17.05.2022 19:39","17.05.2022 19:41",130,"17.05.2022 19:41",52,NA,"emotionale erschöpfung","kompetenz","competence","emotional exhaustion",1
26024,"UXER1MX23A",0,56,100,"Teilnahme-Gruppe-5",25,"Gremien- und Teamleitung intern","",0,0,2,"übung in der evaluationsauswertung","","16.05.2022","08:10","16.05.2022","09:45","17.05.2022 20:35","17.05.2022 20:38",176,"17.05.2022 20:38",34,NA,"festigung von kernkompetenzen","kompetenz","competence","consolidation of core competencies",1
26030,"HD4BMGW4AH",0,50,100,"Teilnahme-Gruppe-5",19,"Prüfungsbezogene Tätigkeiten","",0,0,1,"auch junglehrer haben probleme richtig zuzuhören","","17.05.2022","08:35","17.05.2022","08:50","17.05.2022 20:38","17.05.2022 20:41",194,"17.05.2022 20:41",42,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
26045,"GS1PNH1167",0,39,60,"",6,"Interaktion mit Kollegen:innen","",1,4,2,"nicht jeder kollege ist ein teamplayer.","","17.05.2022","12:55","17.05.2022","13:43","17.05.2022 20:47","17.05.2022 20:49",69,"17.05.2022 20:49",39,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
26081,"BABGP1WMM9",0,49,100,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",3,5,2,"ich habe mich in die evolution der gorillas eingelesen, damit ich eine neue klassenarbeitsfrage erstellen kann.","","17.05.2022","20:05","17.05.2022","21:15","17.05.2022 21:21","17.05.2022 21:23",102,"17.05.2022 21:23",198,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
26099,"KN6T4YP9SB",0,31,87.5,"Teilnahme-Gruppe-5",1,"Unterricht: Eigenen Unterricht halten","",0,0,2,"alternative unterrichtsformen motivieren sus","","17.05.2022","09:40","17.05.2022","11:10","17.05.2022 21:27","17.05.2022 21:28",61,"17.05.2022 21:28",117,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
26131,"H9268QCV69",0,37,100,"Teilnahme-Gruppe-5",4,"Tätigkeiten als Klassenlehrer:in außerhalb der Unterrichtszeit","",3,4,3,"wieviel organisation eine studienfahrt braucht","Es ist sehr spät, ich bin müde und habe das Gefühl nicht fertig zu sein","17.05.2022","21:25","17.05.2022","21:55","17.05.2022 21:54","17.05.2022 21:56",101,"17.05.2022 21:56",36,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
26144,"33924QDXHB",0,35,100,"Teilnahme-Gruppe-5",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",3,3,2,"möglichst wenig vor sich herschieben","","17.05.2022","20:30","17.05.2022","22:55","17.05.2022 22:54","17.05.2022 22:56",70,"17.05.2022 22:56",99,NA,"gewissenhaftes, sorgfältiges arbeiten","kompetenz","competence","conscientious, careful work",1
26145,"1TCFP7XQS6",0,60,100,"",7,"Interaktion mit Externen","",2,2,3,"wie es im rp abläuft","","17.05.2022","17:01","17.05.2022","19:01","17.05.2022 23:01","17.05.2022 23:02",66,"17.05.2022 23:02",55,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
39547,"GE7QV1V1UV",0,37,96,"Teilnahme-Gruppe-3",19,"Prüfungsbezogene Tätigkeiten","",1,5,4,"sus besser auf die praktische prüfung vorbereiten","","16.07.2022","07:00","16.07.2022","16:11","17.07.2022 10:10","17.07.2022 10:12",99,"17.07.2022 10:12",32,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
43952,"9VYUBS6YQ6",0,34,100,"Teilnahme-Gruppe-1",1,"Unterricht: Eigenen Unterricht halten","",4,4,2,"umgang mit neuen klassen","stressig weil meine Klasse und ich beides mal keine Infos vorher hatte, wie viele SuS in der Klasse sind, da unsere Schule aufs digitale Klassenbuch umgestellt hat und diese Woche noch nicht online verfügbar war","13.09.2022","09:55","13.09.2022","11:25","17.09.2022 18:43","17.09.2022 18:45",91,"17.09.2022 18:45",58,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
43954,"9VYUBS6YQ6",0,34,100,"Teilnahme-Gruppe-1",6,"Interaktion mit Kollegen:innen","",0,0,2,"im austausch mit kollegen nehme ich oft viele ideenll mit","","13.09.2022","14:00","13.09.2022","15:00","17.09.2022 18:46","17.09.2022 18:47",51,"17.09.2022 18:47",60,NA,"positive einstellung zur teamarbeit","kompetenz","competence","positive attitude towards teamwork",1
43956,"9VYUBS6YQ6",0,34,100,"Teilnahme-Gruppe-1",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",5,3,3,"umgang mit prüfungsvorbereitung","stressig weil intensive Telefonat mit Kollegin vor Schulbeginn ","14.09.2022","07:30","14.09.2022","08:00","17.09.2022 18:47","17.09.2022 18:49",69,"17.09.2022 18:49",62,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
43975,"6UKEB2GSQS",0,50,64.83,"Teilnahme-Gruppe-1",21,"Zusatzfunktionen","Mentorentätigkeit ",3,3,3,"informationen über die aufgaben einer mentorin.","","17.09.2022","12:40","17.09.2022","15:40","17.09.2022 19:00","17.09.2022 19:02",113,"17.09.2022 19:02",49,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
43978,"6UKEB2GSQS",0,50,64.83,"Teilnahme-Gruppe-1",3,"Unterricht: Vor- und Nachbereitung und Leistungsfeststellung","",2,4,3,"neues zu angeblich alten themen gelernt.","","17.09.2022","15:40","17.09.2022","18:40","17.09.2022 19:02","17.09.2022 19:04",102,"17.09.2022 19:04",50,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
43979,"9VYUBS6YQ6",0,34,100,"Teilnahme-Gruppe-1",6,"Interaktion mit Kollegen:innen","",5,2,4,"durch schulen lernt man selbst viel über die bedienung des digitalen klasenbuches","stressig, weil ungewohnt, die eigenen Kollegen zu schulen. sie haben sehr viel individuelle Hilfestellung benötigt, man redet viel und ist ständig im Klassenzimmer unterwegs","16.09.2022","08:00","16.09.2022","09:35","17.09.2022 19:03","17.09.2022 19:05",115,"17.09.2022 19:05",76,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
4694,"C4LKRFNBXB",1,37,100,"",6,"Interaktion mit Kollegen:innen","",1,4,1,"details kbs-prüfung","","17.03.2022","19:50","18.03.2022","20:25","18.03.2022 00:49","18.03.2022 00:51",94,"18.03.2022 00:51",55,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
4899,"UPP55XBDF6",0,30,100,"",1,"Unterricht: Eigenen Unterricht halten","",3,5,3,"neuer wortschatz","Aufarbeitung von neuem Vokabular für Klasse und Lehrperson ","18.03.2022","08:00","18.03.2022","12:30","18.03.2022 07:43","18.03.2022 13:01",19123,"18.03.2022 13:05",31,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
4759,"Y5HC8989YW",1,52,100,"",29,"Sonstige Tätigkeit: Bearbeitung von BewO-Daten: Absagen müssen schülerscharf händisch kategorisiert werden, um die Briefe drücken zu können - auch Telefonate mit zwei anderen Schulen; mittendrin Coronameldung beantwortet  kurzes Personalgespräch,","Bearbeitung von BewO-Daten: Absagen müssen schülerscharf händisch kategorisiert werden, um die Briefe drücken zu können - auch Telefonate mit zwei anderen Schulen; mittendrin Coronameldung beantwortet  kurzes Personalgespräch,",1,1,2,"durch nachbarabteilungsleiter detail über bewo erhalten","","18.03.2022","07:35","18.03.2022","09:05","18.03.2022 09:06","18.03.2022 09:12",356,"18.03.2022 09:12",131,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
4763,"N6QHCW1X8R",0,34,90,"",13,"Fortbildung: non-Formal","",1,7,4,"verschlüsselungssoftware kennengelernt","Eigentlich keine Zeit dafür, da ich korrigieren müsste. Da ich von der Schule ein neues ipad bekommen habe, muss ich dieses aber erst fertig einrichten, bevor ich meine Noten damit sicher speichern kann.","18.03.2022","08:16","18.03.2022","09:16","18.03.2022 09:16","18.03.2022 09:18",141,"18.03.2022 09:19",13,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
4820,"U1LNSGNFT4",0,48,100,"",18,"Mitarbeit in Projekten","",1,7,1,"neues zum km-projekt zlv","","18.03.2022","08:30","18.03.2022","10:25","18.03.2022 10:42","18.03.2022 10:43",60,"18.03.2022 10:43",68,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
4878,"LM1CKB8DKG",0,60,84,"",13,"Fortbildung: non-Formal","",0,0,3,"lesen bringt immer was","","18.03.2022","12:47","18.03.2022","13:47","18.03.2022 12:06","18.03.2022 12:47",2466,"18.03.2022 12:48",33,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
4867,"9UT56D37SE",1,51,100,"",6,"Interaktion mit Kollegen:innen","",3,6,2,"neuigkeiten über schüler und kollegen","Gespräche mit verschidenen Kolleg:innen zu unteschiedlichen Themen und Bereichen der Schule, alle spontan geführt","18.03.2022","11:35","18.03.2022","12:25","18.03.2022 12:25","18.03.2022 12:27",110,"18.03.2022 12:27",120,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
4944,"AKWCNLZGM8",0,52,100,"Teilnahme-Gruppe-1",26,"Schülerangelegenheiten","",4,5,4,"corona-dokumentation wird immer anstrengender","","18.03.2022","06:58","18.03.2022","08:58","18.03.2022 13:56","18.03.2022 13:59",132,"18.03.2022 13:59",14,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
4960,"U1LNSGNFT4",0,48,100,"",18,"Mitarbeit in Projekten","",0,0,2,"infos zum km-projekt zlv","","18.03.2022","11:35","18.03.2022","12:30","18.03.2022 14:35","18.03.2022 14:37",76,"18.03.2022 14:37",70,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
4963,"SP2UYT6YZU",0,47,64,"Teilnahme-Gruppe-1",6,"Interaktion mit Kollegen:innen","",0,0,3,"gute ideen für if-projekt im berufkolleg entwickelt","","18.03.2022","09:00","18.03.2022","09:30","18.03.2022 14:37","18.03.2022 14:38",81,"18.03.2022 14:39",51,NA,"wissenserweiterung","kompetenz","competence","expansion of knowledge",1
4984,"K1C2LNLSTU",0,30,100,"",12,"Fortbildung: formal","",1,7,7,"lernerfehrung: guter umgang mit stress im schulalltag","Regelmässige Pausen, Nein sagen, antreiber kennen …","18.03.2022","09:00","18.03.2022","12:15","18.03.2022 15:17","18.03.2022 15:22",261,"18.03.2022 15:24",97,NA,"situationsdiagnostik","kompetenz","competence","situational diagnostics",1
